name,tab,start_time,end_time,path_to_file,parent,gain_db
Lula - Cracudo Nao Arruma Desculpas - part 1,Tristeza,00:00:00.000,00:00:04.290,sounds/Tristeza/Lula - Cracudo Nao Arruma Desculpas.mp3,Lula - Cracudo Nao Arruma Desculpas,-1.7
Lula - Cracudo Nao Arruma Desculpas - part 2,Tristeza,00:00:04.290,00:00:08.581,sounds/Tristeza/Lula - Cracudo Nao Arruma Desculpas.mp3,Lula - Cracudo Nao Arruma Desculpas,-1.6
Lula - Cracudo Nao Arruma Desculpas - part 3,Tristeza,00:00:08.581,00:00:12.871,sounds/Tristeza/Lula - Cracudo Nao Arruma Desculpas.mp3,Lula - Cracudo Nao Arruma Desculpas,-1.6
Lula - Cracudo Nao Arruma Desculpas - part 4,Tristeza,00:00:12.871,00:00:17.162,sounds/Tristeza/Lula - Cracudo Nao Arruma Desculpas.mp3,Lula - Cracudo Nao Arruma Desculpas,-1.3
Lula - Pense No Lula,Tristeza,00:00:00.000,00:00:12.542,sounds/Tristeza/Lula - Pense No Lula.mp3,,-1.4
Lula - Pense No Lula - part 1,Tristeza,00:00:00.000,00:00:03.135,sounds/Tristeza/Lula - Pense No Lula.mp3,Lula - Pense No Lula,-1.8
Lula - Pense No Lula - part 2,Tristeza,00:00:03.135,00:00:06.271,sounds/Tristeza/Lula - Pense No Lula.mp3,Lula - Pense No Lula,-1.7
Lula - Pense No Lula - part 3,Tristeza,00:00:06.271,00:00:09.406,sounds/Tristeza/Lula - Pense No Lula.mp3,Lula - Pense No Lula,-1.7
Lula - Pense No Lula - part 4,Tristeza,00:00:09.406,00:00:12.542,sounds/Tristeza/Lula - Pense No Lula.mp3,Lula - Pense No Lula,-1.4
Lula - Por Favor Me Ajuda,Tristeza,00:00:00.000,00:00:05.616,sounds/Tristeza/Lula - Por Favor Me Ajuda.mp3,,8.9
Lula - Por Favor Me Ajuda - word 1,Tristeza,00:00:00.000,00:00:04.140,sounds/Tristeza/Lula - Por Favor Me Ajuda.mp3,Lula - Por Favor Me Ajuda,8.9
Lula - Por Favor Me Ajuda - word 2,Tristeza,00:00:04.580,00:00:05.616,sounds/Tristeza/Lula - Por Favor Me Ajuda.mp3,Lula - Por Favor Me Ajuda,8.9
Lula - Ta Caro Vc Nao Compra,Tristeza,00:00:00.000,00:00:02.233,sounds/Tristeza/Lula - Ta Caro Vc Nao Compra.mp3,,-0.8
Lula - Ta Caro Vc Nao Compra - word 1,Tristeza,00:00:00.000,00:00:00.860,sounds/Tristeza/Lula - Ta Caro Vc Nao Compra.mp3,Lula - Ta Caro Vc Nao Compra,-0.8
Lula - Ta Caro Vc Nao Compra - word 2,Tristeza,00:00:01.020,00:00:02.080,sounds/Tristeza/Lula - Ta Caro Vc Nao Compra.mp3,Lula - Ta Caro Vc Nao Compra,-0.8
Maguila - Faliceu,Tristeza,00:00:00.000,00:00:01.384,sounds/Tristeza/Maguila - Faliceu.mp3,,4.5
Maguila - Faliceu - part 1,Tristeza,00:00:00.000,00:00:00.346,sounds/Tristeza/Maguila - Faliceu.mp3,Maguila - Faliceu,4.5
Maguila - Faliceu - part 2,Tristeza,00:00:00.346,00:00:00.692,sounds/Tristeza/Maguila - Faliceu.mp3,Maguila - Faliceu,4.5
Maguila - Faliceu - part 3,Tristeza,00:00:00.692,00:00:01.038,sounds/Tristeza/Maguila - Faliceu.mp3,Maguila - Faliceu,4.5
Maguila - Faliceu - part 4,Tristeza,00:00:01.038,00:00:01.384,sounds/Tristeza/Maguila - Faliceu.mp3,Maguila - Faliceu,4.5
Musica Evil Morty,Tristeza,00:00:00.000,00:00:29.597,sounds/Tristeza/Musica Evil Morty.mp3,,-5.2
Musica Evil Morty - part 1,Tristeza,00:00:00.000,00:00:07.399,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 2,Tristeza,00:00:07.399,00:00:14.799,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 3,Tristeza,00:00:14.799,00:00:22.198,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 4,Tristeza,00:00:22.198,00:00:29.597,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.2
Musica Let Her Go,Tristeza,00:00:00.000,00:00:13.428,sounds/Tristeza/Musica Let Her Go.mp3,,3.5
Musica Let Her Go - part 1,Tristeza,00:00:00.000,00:00:03.357,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.0
Musica Let Her Go - part 2,Tristeza,00:00:03.357,00:00:06.714,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.0
Musica Let Her Go - part 3,Tristeza,00:00:06.714,00:00:10.071,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.2
Musica Let Her Go - part 4,Tristeza,00:00:10.071,00:00:13.428,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.5
Musica Miau Triste,Tristeza,00:00:00.000,00:00:08.893,sounds/Tristeza/Musica Miau Triste.mp3,,-5.2
Musica Miau Triste - part 1,Tristeza,00:00:00.000,00:00:02.223,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.5
Musica Miau Triste - part 2,Tristeza,00:00:02.223,00:00:04.447,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.4
Musica Miau Triste - part 3,Tristeza,00:00:04.447,00:00:06.670,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.2
Musica Miau Triste - part 4,Tristeza,00:00:06.670,00:00:08.893,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.2
Musica Naruto Sad,Tristeza,00:00:00.000,00:00:16.588,sounds/Tristeza/Musica Naruto Sad.mp3,,0.1
Musica Naruto Sad - part 1,Tristeza,00:00:00.000,00:00:04.147,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,1.9
Musica Naruto Sad - part 2,Tristeza,00:00:04.147,00:00:08.294,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,2.4
Musica Naruto Sad - part 3,Tristeza,00:00:08.294,00:00:12.441,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,0.4
Musica Naruto Sad - part 4,Tristeza,00:00:12.441,00:00:16.588,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,0.1
Musica Oceans,Tristeza,00:00:00.000,00:00:28.070,sounds/Tristeza/Musica Oceans.mp3,,0.6
Musica Oceans - part 1,Tristeza,00:00:00.000,00:00:07.018,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.3
Musica Oceans - part 2,Tristeza,00:00:07.018,00:00:14.035,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.4
Musica Oceans - part 3,Tristeza,00:00:14.035,00:00:21.053,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.3
Musica Oceans - part 4,Tristeza,00:00:21.053,00:00:28.070,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.6
Musica Oh-no-no-no,Tristeza,00:00:00.000,00:00:18.260,sounds/Tristeza/Musica Oh-no-no-no.mp3,,2.6
Musica Oh-no-no-no - part 1,Tristeza,00:00:00.000,00:00:04.565,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.4
Musica Oh-no-no-no - part 2,Tristeza,00:00:04.565,00:00:09.130,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.9
Musica Oh-no-no-no - part 3,Tristeza,00:00:09.130,00:00:13.695,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.6
Musica Oh-no-no-no - part 4,Tristeza,00:00:13.695,00:00:18.260,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.6
Musica Roll Credits,Tristeza,00:00:00.000,00:00:10.177,sounds/Tristeza/Musica Roll Credits.mp3,,3.0
Musica Roll Credits - part 1,Tristeza,00:00:00.000,00:00:02.544,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,2.7
Musica Roll Credits - part 2,Tristeza,00:00:02.544,00:00:05.088,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,2.5
Musica Roll Credits - part 3,Tristeza,00:00:05.088,00:00:07.633,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,3.0
Musica Roll Credits - part 4,Tristeza,00:00:07.633,00:00:10.177,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,3.0
Neto - Não Vai Darrrr,Tristeza,00:00:00.000,00:00:02.780,sounds/Tristeza/Neto - Não Vai Darrrr.mp3,,6.1
Neto - Não Vai Darrrr - word 1,Tristeza,00:00:00.000,00:00:00.560,sounds/Tristeza/Neto - Não Vai Darrrr.mp3,Neto - Não Vai Darrrr,6.1
Neto - Não Vai Darrrr - word 2,Tristeza,00:00:00.960,00:00:02.640,sounds/Tristeza/Neto - Não Vai Darrrr.mp3,Neto - Não Vai Darrrr,6.1
Pq Deus Odeia O Vasco,Tristeza,00:00:00.000,00:00:11.021,sounds/Tristeza/Pq Deus Odeia O Vasco.mp3,,-1.7
Pq Deus Odeia O Vasco - part 1,Tristeza,00:00:00.000,00:00:02.755,sounds/Tristeza/Pq Deus Odeia O Vasco.mp3,Pq Deus Odeia O Vasco,-3.4
Pq Deus Odeia O Vasco - part 2,Tristeza,00:00:02.755,00:00:05.511,sounds/Tristeza/Pq Deus Odeia O Vasco.mp3,Pq Deus Odeia O Vasco,-3.2
Pq Deus Odeia O Vasco - part 3,Tristeza,00:00:05.511,00:00:08.266,sounds/Tristeza/Pq Deus Odeia O Vasco.mp3,Pq Deus Odeia O Vasco,-1.7
Pq Deus Odeia O Vasco - part 4,Tristeza,00:00:08.266,00:00:11.021,sounds/Tristeza/Pq Deus Odeia O Vasco.mp3,Pq Deus Odeia O Vasco,-1.7
Seloco Nao Compensa,Tristeza,00:00:00.000,00:00:02.328,sounds/Tristeza/Seloco Nao Compensa.mp3,,-6.6
Smzinho - Comprou o Meu e o Seu,Tristeza,00:00:00.000,00:00:08.448,sounds/Tristeza/Smzinho - Comprou o Meu e o Seu.mp3,,-10.2
Smzinho - Comprou o Meu e o Seu - part 1,Tristeza,00:00:00.000,00:00:02.112,sounds/Tristeza/Smzinho - Comprou o Meu e o Seu.mp3,Smzinho - Comprou o Meu e o Seu,-9.9
Smzinho - Comprou o Meu e o Seu - part 2,Tristeza,00:00:02.112,00:00:04.224,sounds/Tristeza/Smzinho - Comprou o Meu e o Seu.mp3,Smzinho - Comprou o Meu e o Seu,-10.5
Smzinho - Comprou o Meu e o Seu - part 3,Tristeza,00:00:04.224,00:00:06.336,sounds/Tristeza/Smzinho - Comprou o Meu e o Seu.mp3,Smzinho - Comprou o Meu e o Seu,-10.2
Smzinho - Comprou o Meu e o Seu - part 4,Tristeza,00:00:06.336,00:00:08.448,sounds/Tristeza/Smzinho - Comprou o Meu e o Seu.mp3,Smzinho - Comprou o Meu e o Seu,-10.2
Smzinho - Eu To Com Medo,Tristeza,00:00:00.000,00:00:04.000,sounds/Tristeza/Smzinho - Eu To Com Medo.mp3,,-10.7
Spongebob Fail,Tristeza,00:00:00.000,00:00:03.384,sounds/Tristeza/Spongebob Fail.mp3,,-2.9
Torcendo Contra Meu Progresso,Tristeza,00:00:00.000,00:00:11.311,sounds/Tristeza/Torcendo Contra Meu Progresso.mp3,,-4.5
Torcendo Contra Meu Progresso - part 1,Tristeza,00:00:00.000,00:00:02.828,sounds/Tristeza/Torcendo Contra Meu Progresso.mp3,Torcendo Contra Meu Progresso,-4.5
Torcendo Contra Meu Progresso - part 2,Tristeza,00:00:02.828,00:00:05.655,sounds/Tristeza/Torcendo Contra Meu Progresso.mp3,Torcendo Contra Meu Progresso,-4.5
Torcendo Contra Meu Progresso - part 3,Tristeza,00:00:05.655,00:00:08.483,sounds/Tristeza/Torcendo Contra Meu Progresso.mp3,Torcendo Contra Meu Progresso,-4.5
Torcendo Contra Meu Progresso - part 4,Tristeza,00:00:08.483,00:00:11.311,sounds/Tristeza/Torcendo Contra Meu Progresso.mp3,Torcendo Contra Meu Progresso,-4.5
Vai Dar Merda Isso,Tristeza,00:00:00.000,00:00:01.437,sounds/Tristeza/Vai Dar Merda Isso.mp3,,-3.3
Vai Dar Merda Isso - part 1,Tristeza,00:00:00.000,00:00:00.359,sounds/Tristeza/Vai Dar Merda Isso.mp3,Vai Dar Merda Isso,-3.3
Vai Dar Merda Isso - part 2,Tristeza,00:00:00.359,00:00:00.719,sounds/Tristeza/Vai Dar Merda Isso.mp3,Vai Dar Merda Isso,-3.3
Vai Dar Merda Isso - part 3,Tristeza,00:00:00.719,00:00:01.078,sounds/Tristeza/Vai Dar Merda Isso.mp3,Vai Dar Merda Isso,-3.3
Vai Dar Merda Isso - part 4,Tristeza,00:00:01.078,00:00:01.437,sounds/Tristeza/Vai Dar Merda Isso.mp3,Vai Dar Merda Isso,-3.3
Vai Dar Merda Vaaaai,Tristeza,00:00:00.000,00:00:24.973,sounds/Tristeza/Vai Dar Merda Vaaaai.mp3,,-9.7
Vai Dar Merda Vaaaai - part 1,Tristeza,00:00:00.000,00:00:06.243,sounds/Tristeza/Vai Dar Merda Vaaaai.mp3,Vai Dar Merda Vaaaai,-9.3
Vai Dar Merda Vaaaai - part 2,Tristeza,00:00:06.243,00:00:12.486,sounds/Tristeza/Vai Dar Merda Vaaaai.mp3,Vai Dar Merda Vaaaai,-9.9
Vai Dar Merda Vaaaai - part 3,Tristeza,00:00:12.486,00:00:18.730,sounds/Tristeza/Vai Dar Merda Vaaaai.mp3,Vai Dar Merda Vaaaai,-9.6
Vai Dar Merda Vaaaai - part 4,Tristeza,00:00:18.730,00:00:24.973,sounds/Tristeza/Vai Dar Merda Vaaaai.mp3,Vai Dar Merda Vaaaai,-9.7
ahhhhhhhhh,Tristeza,00:00:00.000,00:00:06.452,sounds/Tristeza/ahhhhhhhhh.mp3,,-12.0
ahhhhhhhhh - part 1,Tristeza,00:00:00.000,00:00:01.613,sounds/Tristeza/ahhhhhhhhh.mp3,ahhhhhhhhh,-12.0
ahhhhhhhhh - part 2,Tristeza,00:00:01.613,00:00:03.226,sounds/Tristeza/ahhhhhhhhh.mp3,ahhhhhhhhh,-12.0
ahhhhhhhhh - part 3,Tristeza,00:00:03.226,00:00:04.839,sounds/Tristeza/ahhhhhhhhh.mp3,ahhhhhhhhh,-12.0
ahhhhhhhhh - part 4,Tristeza,00:00:04.839,00:00:06.452,sounds/Tristeza/ahhhhhhhhh.mp3,ahhhhhhhhh,-12.0
Musica - Somebody Use to Know,Musicas,00:00:00.000,00:00:18.924,sounds/Felicidade/Musica - Somebody Use to Know.mp3,,-5.0
Musica - Somebody Use to Know - part 1,Musicas,00:00:00.000,00:00:04.731,sounds/Felicidade/Musica - Somebody Use to Know.mp3,Musica - Somebody Use to Know,-6.1
Musica - Somebody Use to Know - part 2,Musicas,00:00:04.731,00:00:09.462,sounds/Felicidade/Musica - Somebody Use to Know.mp3,Musica - Somebody Use to Know,-5.8
Musica - Somebody Use to Know - part 3,Musicas,00:00:09.462,00:00:14.193,sounds/Felicidade/Musica - Somebody Use to Know.mp3,Musica - Somebody Use to Know,-5.6
Musica - Somebody Use to Know - part 4,Musicas,00:00:14.193,00:00:18.924,sounds/Felicidade/Musica - Somebody Use to Know.mp3,Musica - Somebody Use to Know,-5.0
Musica - To Be Continued,Musicas,00:00:00.000,00:00:10.920,sounds/Memes/Musica - To Be Continued.mp3,,2.1
Musica - To Be Continued - part 1,Musicas,00:00:00.000,00:00:02.730,sounds/Memes/Musica - To Be Continued.mp3,Musica - To Be Continued,3.6
Musica - To Be Continued - part 2,Musicas,00:00:02.730,00:00:05.460,sounds/Memes/Musica - To Be Continued.mp3,Musica - To Be Continued,2.0
Musica - To Be Continued - part 3,Musicas,00:00:05.460,00:00:08.190,sounds/Memes/Musica - To Be Continued.mp3,Musica - To Be Continued,2.1
Musica - To Be Continued - part 4,Musicas,00:00:08.190,00:00:10.920,sounds/Memes/Musica - To Be Continued.mp3,Musica - To Be Continued,2.1
Musica Spiderman Meme,Musicas,00:00:00.000,00:00:12.400,sounds/Surpresa/Musica Spiderman Meme.mp3,,-3.5
Musica Spiderman Meme - part 1,Musicas,00:00:00.000,00:00:03.100,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.2
Musica Spiderman Meme - part 2,Musicas,00:00:03.100,00:00:06.200,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.0
Musica Spiderman Meme - part 3,Musicas,00:00:06.200,00:00:09.300,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.4
Musica Spiderman Meme - part 4,Musicas,00:00:09.300,00:00:12.400,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.5
Musica Evil Morty,Musicas,00:00:00.000,00:00:29.597,sounds/Tristeza/Musica Evil Morty.mp3,,-5.2
Musica Evil Morty - part 1,Musicas,00:00:00.000,00:00:07.399,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 2,Musicas,00:00:07.399,00:00:14.799,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 3,Musicas,00:00:14.799,00:00:22.198,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.1
Musica Evil Morty - part 4,Musicas,00:00:22.198,00:00:29.597,sounds/Tristeza/Musica Evil Morty.mp3,Musica Evil Morty,-5.2
Musica Let Her Go,Musicas,00:00:00.000,00:00:13.428,sounds/Tristeza/Musica Let Her Go.mp3,,3.5
Musica Let Her Go - part 1,Musicas,00:00:00.000,00:00:03.357,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.0
Musica Let Her Go - part 2,Musicas,00:00:03.357,00:00:06.714,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.0
Musica Let Her Go - part 3,Musicas,00:00:06.714,00:00:10.071,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.2
Musica Let Her Go - part 4,Musicas,00:00:10.071,00:00:13.428,sounds/Tristeza/Musica Let Her Go.mp3,Musica Let Her Go,3.5
Musica Miau Triste,Musicas,00:00:00.000,00:00:08.893,sounds/Tristeza/Musica Miau Triste.mp3,,-5.2
Musica Miau Triste - part 1,Musicas,00:00:00.000,00:00:02.223,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.5
Musica Miau Triste - part 2,Musicas,00:00:02.223,00:00:04.447,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.4
Musica Miau Triste - part 3,Musicas,00:00:04.447,00:00:06.670,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.2
Musica Miau Triste - part 4,Musicas,00:00:06.670,00:00:08.893,sounds/Tristeza/Musica Miau Triste.mp3,Musica Miau Triste,-5.2
Musica Naruto Sad,Musicas,00:00:00.000,00:00:16.588,sounds/Tristeza/Musica Naruto Sad.mp3,,0.1
Musica Naruto Sad - part 1,Musicas,00:00:00.000,00:00:04.147,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,1.9
Musica Naruto Sad - part 2,Musicas,00:00:04.147,00:00:08.294,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,2.4
Musica Naruto Sad - part 3,Musicas,00:00:08.294,00:00:12.441,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,0.4
Musica Naruto Sad - part 4,Musicas,00:00:12.441,00:00:16.588,sounds/Tristeza/Musica Naruto Sad.mp3,Musica Naruto Sad,0.1
Musica Oceans,Musicas,00:00:00.000,00:00:28.070,sounds/Tristeza/Musica Oceans.mp3,,0.6
Musica Oceans - part 1,Musicas,00:00:00.000,00:00:07.018,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.3
Musica Oceans - part 2,Musicas,00:00:07.018,00:00:14.035,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.4
Musica Oceans - part 3,Musicas,00:00:14.035,00:00:21.053,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.3
Musica Oceans - part 4,Musicas,00:00:21.053,00:00:28.070,sounds/Tristeza/Musica Oceans.mp3,Musica Oceans,0.6
Musica Oh-no-no-no,Musicas,00:00:00.000,00:00:18.260,sounds/Tristeza/Musica Oh-no-no-no.mp3,,2.6
Musica Oh-no-no-no - part 1,Musicas,00:00:00.000,00:00:04.565,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.4
Musica Oh-no-no-no - part 2,Musicas,00:00:04.565,00:00:09.130,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.9
Musica Oh-no-no-no - part 3,Musicas,00:00:09.130,00:00:13.695,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.6
Musica Oh-no-no-no - part 4,Musicas,00:00:13.695,00:00:18.260,sounds/Tristeza/Musica Oh-no-no-no.mp3,Musica Oh-no-no-no,2.6
Musica Roll Credits,Musicas,00:00:00.000,00:00:10.177,sounds/Tristeza/Musica Roll Credits.mp3,,3.0
Musica Roll Credits - part 1,Musicas,00:00:00.000,00:00:02.544,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,2.7
Musica Roll Credits - part 2,Musicas,00:00:02.544,00:00:05.088,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,2.5
Musica Roll Credits - part 3,Musicas,00:00:05.088,00:00:07.633,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,3.0
Musica Roll Credits - part 4,Musicas,00:00:07.633,00:00:10.177,sounds/Tristeza/Musica Roll Credits.mp3,Musica Roll Credits,3.0
